name_game,year,recommend_count
LAMBDA WARS BETA,2015,3
LAMIA MUST DIE,2015,1
LARA CROFT AND THE TEMPLE OF OSIRIS(TM),2014,1
LARVA MORTUS,2014,1
LAYERS OF FEAR,2015,1
LAYERS OF FEAR,2016,1
LEADWERKS GAME ENGINE,2015,1
LEARN JAPANESE TO SURVIVE! HIRAGANA BATTLE,2016,1
LEFT 4 DEAD,2010,3
LEFT 4 DEAD,2011,2
LEFT 4 DEAD,2012,3
LEFT 4 DEAD,2013,7
LEFT 4 DEAD,2014,10
LEFT 4 DEAD,2015,1
LEFT 4 DEAD 2,2010,31
LEFT 4 DEAD 2,2011,7
LEFT 4 DEAD 2,2012,27
LEFT 4 DEAD 2,2013,204
LEFT 4 DEAD 2,2014,245
LEFT 4 DEAD 2,2015,93
LEFT ALONE,2016,1
LEGEND OF DUNGEON,2013,1
LEGEND OF DUNGEON,2014,4
LEGEND OF DUNGEON,2015,2
LEGEND OF GRIMROCK,2013,1
LEGEND OF GRIMROCK,2014,3
LEGEND OF GRIMROCK 2,2015,1
LEGEND OF MYSTERIA RPG,2015,1
LEGENDS OF AETHEREUS,2014,1
LEGENDS OF CALLASIA,2016,1
LEGO BATMAN,2014,2
LEGO BATMAN,2015,1
LEGO BATMAN 3: BEYOND GOTHAM DLC: HEROINES AND VILLAINESSES CHARACTER PACK,2015,1
LEGO THE LORD OF THE RINGS,2013,1
LEGO THE LORD OF THE RINGS,2014,2
LEGO(R) BATMAN 2 DC SUPER HEROES(TM),2012,1
LEGO(R) BATMAN 2 DC SUPER HEROES(TM),2014,2
LEGO(R) BATMAN 2 DC SUPER HEROES(TM),2015,1
LEGO(R) BATMAN(TM)3: BEYOND GOTHAM,2014,3
LEGO(R) BATMAN(TM)3: BEYOND GOTHAM,2015,2
LEGO(R) INDIANA JONES(TM): THE ORIGINAL ADVENTURES,2010,1
LEGO(R) JURASSIC WORLD,2015,1
LEGO(R) MARVEL'S AVENGERS,2016,1
LEGO(R) MARVEL(TM) SUPER HEROES,2013,8
LEGO(R) MARVEL(TM) SUPER HEROES,2014,20
LEGO(R) MARVEL(TM) SUPER HEROES,2015,6
LEGO(R) STAR WARS(TM) - THE COMPLETE SAGA,2010,4
LEGO(R) STAR WARS(TM) - THE COMPLETE SAGA,2013,1
LEGO(R) STAR WARS(TM): THE FORCE AWAKENS,2016,1
LEGO(R) THE HOBBIT(TM),2014,2
LEGO(R) WORLDS,2015,6
LEMMA,2015,1
LET THE CAT IN,2015,2
LET'S SING,2014,1
LETHAL LEAGUE,2014,12
LETHAL LEAGUE,2015,7
LEXICA,2014,1
LICHDOM: BATTLEMAGE,2014,4
LIEAT,2016,4
LIFE GOES ON: DONE TO DEATH,2014,1
LIFE IS FEUDAL: YOUR OWN,2014,6
LIFE IS FEUDAL: YOUR OWN,2015,6
LIFE IS STRANGE - EPISODE 1,2015,136
LIFELESS PLANET PREMIER EDITION,2014,1
LIFTOFF,2015,3
LIGHTBLADE VR,2010,1
LIGHTNING RETURNS(TM): FINAL FANTASY(R) XIII,2015,4
LIMBO,2011,7
LIMBO,2012,1
LIMBO,2013,10
LIMBO,2014,5
LIMBO,2015,1
LINE OF SIGHT,2017,1
"LINEA, THE GAME",2016,1
LISA,2014,1
LISA,2015,2
LITECAM GAME: 100 FPS GAME CAPTURE,2014,1
LITECAM GAME: 100 FPS GAME CAPTURE,2015,1
LITIL DIVIL,2015,1
LITTLE INFERNO,2012,1
LITTLE INFERNO,2013,8
LITTLE INFERNO,2014,6
LITTLE INFERNO,2015,5
LOADOUT,2013,8
LOADOUT,2014,251
LOADOUT,2015,15
LOADOUT STEAM LAUNCH STARTER PACK,2014,2
LOCOLAND,2015,1
LOGICBOTS,2014,1
LONE SURVIVOR: THE DIRECTOR'S CUT,2013,1
LONG LIVE THE QUEEN,2013,4
LONG LIVE THE QUEEN,2014,6
LONG LIVE THE QUEEN,2015,1
LOOM(TM),2012,1
LOOP: A TRANQUIL PUZZLE GAME,2015,1
LORD OF THE RINGS: WAR IN THE NORTH,2011,3
LORD OF THE RINGS: WAR IN THE NORTH,2012,3
LORD OF THE RINGS: WAR IN THE NORTH,2013,4
LORD OF THE RINGS: WAR IN THE NORTH,2014,2
LORD OF THE RINGS: WAR IN THE NORTH,2015,2
LORDS OF THE FALLEN(TM),2014,2
LORDS OF THE FALLEN(TM),2015,1
LORDS OF XULIMA,2015,1
LOREN THE AMAZON PRINCESS,2014,1
LOST LANDS: MAHJONG,2016,2
LOST PLANET(R) 3,2014,3
LOST PLANET(R) 3,2015,2
LOST SAGA NA,2015,1
LOVE,2014,3
LOVE,2015,1
LOVE AT FIRST SIGHT,2015,1
LOVEBEAT,2016,2
LOVELY PLANET,2014,3
LOVELY PLANET OST,2014,1
LUCIUS,2014,2
LUCIUS,2015,2
LUFTRAUSERS,2014,6
LUFTRAUSERS,2015,3
LUGARU HD,2011,1
LUGARU HD,2015,1
LYNE,2014,3
LYNE,2015,6
MABINOGI,2014,1
MABINOGI,2015,2
MACGUFFIN'S CURSE,2015,1
MACHINARIUM,2010,2
MACHINARIUM,2013,2
MACHINARIUM,2014,1
MACHINARIUM,2015,2
MACHINECRAFT,2016,3
MAD GAMES TYCOON,2015,1
MAD GAMES TYCOON,2016,3
MAD MAX,2015,38
MAFIA II,2011,4
MAFIA II,2012,1
MAFIA II,2013,9
MAFIA II,2014,11
MAFIA II,2015,12
MAGIC 2014 -- DUELS OF THE PLANESWALKERS,2013,2
MAGIC 2014 -- DUELS OF THE PLANESWALKERS,2014,5
MAGIC 2014 -- DUELS OF THE PLANESWALKERS,2015,1
MAGIC 2015 - DUELS OF THE PLANESWALKERS,2014,2
MAGIC 2015 - DUELS OF THE PLANESWALKERS,2015,1
MAGIC DUELS,2015,19
MAGIC: THE GATHERING - DUELS OF THE PLANESWALKERS 2012,2014,2
MAGIC: THE GATHERING - DUELS OF THE PLANESWALKERS 2013,2013,1
MAGIC: THE GATHERING - DUELS OF THE PLANESWALKERS 2013,2014,1
MAGICITE,2014,25
MAGICITE,2015,7
MAGICKA,2011,5
MAGICKA,2012,2
MAGICKA,2013,13
MAGICKA,2014,29
MAGICKA,2015,12
MAGICKA 2,2015,4
MAGICKA: WIZARDS OF THE SQUARE TABLET,2015,1
MAGICMAKER,2015,1
MAGRUNNER: DARK PULSE,2013,1
MAIA,2014,1
MAJESTIC NIGHTS,2015,1
MAJESTY 2 COLLECTION,2011,1
MAJOR\MINOR,2010,1
MAKING HISTORY II: THE WAR OF THE WORLD,2015,1
MAKING HISTORY: THE CALM AND THE STORM GOLD EDITION,2010,1
MANDAGON,2016,5
MANGA MAKER COMIPO,2015,1
MANHUNT,2014,1
MAPLESTORY,2012,6
MAPLESTORY,2013,7
MAPLESTORY,2014,6
MAPLESTORY,2015,5
MARAUDER,2014,1
MARK OF THE NINJA,2012,2
MARK OF THE NINJA,2013,3
MARK OF THE NINJA,2014,14
MARK OF THE NINJA,2015,3
MARLOW BRIGGS AND THE MASK OF DEATH,2014,1
MARS: WAR LOGS,2013,1
MARS: WAR LOGS,2014,1
MARVEL PUZZLE QUEST,2013,1
MARVEL PUZZLE QUEST,2014,3
MASKED SHOOTERS 2,2016,1
MASS EFFECT,2010,4
MASS EFFECT,2011,1
MASS EFFECT,2012,2
MASS EFFECT,2013,4
MASS EFFECT,2014,6
MASS EFFECT 2,2011,3
MASS EFFECT 2,2012,2
MASS EFFECT 2,2013,4
MASS EFFECT 2,2014,3
MASS EFFECT 2,2015,2
MASSIVE,2016,1
MASSIVE CHALICE,2015,1
MASTER OF ORION,2016,1
MASTER SPY,2015,2
MAX GENTLEMEN,2014,7
MAX GENTLEMEN,2015,1
MAX PAYNE,2013,1
MAX PAYNE,2014,1
MAX PAYNE,2015,1
MAX PAYNE 3,2012,6
MAX PAYNE 3,2013,7
MAX PAYNE 3,2014,15
MAX PAYNE 3,2015,2
MAX PAYNE 3: DEATHMATCH MADE IN HEAVEN PACK,2013,1
MAX: THE CURSE OF BROTHERHOOD,2014,1
MAXIMUM OVERRIDE,2017,2
MCPIXEL,2013,4
MCPIXEL,2014,5
MCPIXEL,2015,1
MDK 2,2013,1
MECHWARRIOR ONLINE(TM),2015,3
MEDAL OF HONOR(TM),2010,1
MEDAL OF HONOR(TM),2013,4
MEDAL OF HONOR(TM),2014,3
MEDAL OF HONOR(TM),2015,1
MEDAL OF HONOR: AIRBORNE,2014,4
MEDAL OF HONOR: AIRBORNE,2015,1
MEDIEVAL ENGINEERS,2015,8
MEDIEVAL II: TOTAL WAR(TM),2010,4
MEDIEVAL II: TOTAL WAR(TM),2011,1
MEDIEVAL II: TOTAL WAR(TM),2013,3
MEDIEVAL II: TOTAL WAR(TM),2014,6
MEDIEVAL II: TOTAL WAR(TM),2015,7
MEDIEVAL II: TOTAL WAR(TM) KINGDOMS,2014,1
MEGADIMENSION NEPTUNIA VII,2016,1
MELODY'S ESCAPE,2014,3
MELODY'S ESCAPE,2015,1
MELODY'S ESCAPE,2016,1
MELTY BLOOD ACTRESS AGAIN CURRENT CODE,2016,2
MEMORIA,2013,1
MEMORIES OF A VAGABOND,2015,2
MEMORY OBLIVION BOX,2016,1
MEN OF WAR(TM),2012,1
MEN OF WAR(TM),2014,1
MEN OF WAR: ASSAULT SQUAD,2011,1
MEN OF WAR: ASSAULT SQUAD,2012,1
MEN OF WAR: ASSAULT SQUAD,2014,5
MEN OF WAR: ASSAULT SQUAD,2015,1
MEN OF WAR: ASSAULT SQUAD 2,2014,2
MEN OF WAR: ASSAULT SQUAD 2,2015,7
MERCENARY KINGS,2013,1
MERCENARY KINGS,2014,1
METAL ASSAULT,2016,1
METAL DRIFT,2013,1
METAL GEAR RISING: REVENGEANCE,2014,20
METAL GEAR RISING: REVENGEANCE,2015,4
METAL GEAR SOLID V: GROUND ZEROES,2014,8
METAL GEAR SOLID V: GROUND ZEROES,2015,9
METAL GEAR SOLID V: THE PHANTOM PAIN,2015,43
METAL SLUG 3,2014,13
METAL SLUG 3,2015,2
METAL WAR ONLINE: RETRIBUTION,2015,1
METRO 2033 REDUX,2014,4
METRO 2033 REDUX,2015,3
METRO: LAST LIGHT REDUX,2014,7
METRO: LAST LIGHT REDUX,2015,12
MICROSOFT FLIGHT SIMULATOR X: STEAM EDITION,2010,6
MICROSOFT FLIGHT SIMULATOR X: STEAM EDITION,2014,4
MICROSOFT FLIGHT SIMULATOR X: STEAM EDITION,2015,3
MIDDLE-EARTH(TM): SHADOW OF MORDOR(TM),2014,52
MIDDLE-EARTH(TM): SHADOW OF MORDOR(TM),2015,21
MIDDLE-EARTH: SHADOW OF MORDOR - GOTY EDITION UPGRADE,2014,1
MIDDLE-EARTH: SHADOW OF MORDOR - POWER OF SHADOW,2014,1
MIDDLE-EARTH: SHADOW OF MORDOR - TEST OF POWER,2015,1
MIDDLE-EARTH: SHADOW OF MORDOR - THE BRIGHT LORD,2015,1
MIDDLE-EARTH: SHADOW OF MORDOR - THE DARK RANGER CHARACTER SKIN,2015,1
MIDNIGHT CLUB 2,2010,1
MIGHT & MAGIC X - LEGACY,2014,2
MIGHT & MAGIC(R) HEROES(R) VII,2015,1
MIGHT & MAGIC: HEROES VI,2012,1
MILLIE,2015,1
MIND: PATH TO THALAMUS ENHANCED EDITION,2015,1
MINECRAFT: STORY MODE - A TELLTALE GAMES SERIES,2015,11
MINER WARS 2081,2012,1
MINERVA,2013,3
MINERVA,2014,1
MINERVA,2015,3
MINI METRO,2014,1
MINI METRO,2015,6
MINIMUM,2014,6
MINIMUM,2015,4
MIRROR'S EDGE(TM),2010,2
MIRROR'S EDGE(TM),2012,7
MIRROR'S EDGE(TM),2013,8
MIRROR'S EDGE(TM),2014,23
MIRROR'S EDGE(TM),2015,8
MIRRORMOON EP,2014,2
MISCREATED,2014,8
MISCREATED,2015,1
MISSING TRANSLATION,2015,4
MISSING: AN INTERACTIVE THRILLER - EPISODE ONE,2015,1
MITOS.IS: THE GAME,2015,16
MODULAR COMBAT,2010,1
MODULAR COMBAT,2015,3
MONACO: WHAT'S YOURS IS MINE,2013,5
MONACO: WHAT'S YOURS IS MINE,2014,27
MONACO: WHAT'S YOURS IS MINE,2015,4
MONDAY NIGHT COMBAT,2011,2
MONSTER LOVES YOU!,2013,2
MONSTER LOVES YOU!,2014,2
MONSTER LOVES YOU!,2015,1
MONSTERS ATE MY BIRTHDAY CAKE,2014,1
MONSTRUM,2010,1
MONTARO,2016,4
MOON HUNTERS,2016,2
MORDHEIM: CITY OF THE DAMNED,2015,2
MORPHOPOLIS,2015,1
MORTAL KOMBAT KOMPLETE EDITION,2013,3
MORTAL KOMBAT KOMPLETE EDITION,2014,9
MORTAL KOMBAT KOMPLETE EDITION,2015,8
MORTAL KOMBAT X,2015,16
MORTAL KOMBAT: LEGACY,2015,1
MORTAL KOMBAT: LEGACY II,2015,1
MORTAL ONLINE,2015,2
MOTIVATIONAL GROWTH,2015,2
MOTOGP(TM)13,2015,1
MOUNT & BLADE,2010,1
MOUNT & BLADE,2011,1
MOUNT & BLADE,2012,1
MOUNT & BLADE,2014,1
MOUNT & BLADE,2015,1
MOUNT & BLADE: WARBAND,2010,17
MOUNT & BLADE: WARBAND,2011,2
MOUNT & BLADE: WARBAND,2012,9
MOUNT & BLADE: WARBAND,2013,23
MOUNT & BLADE: WARBAND,2014,66
MOUNT & BLADE: WARBAND,2015,46
MOUNT & BLADE: WARBAND - NAPOLEONIC WARS,2012,3
MOUNT & BLADE: WARBAND - NAPOLEONIC WARS,2014,2
MOUNT & BLADE: WARBAND - NAPOLEONIC WARS,2015,2
MOUNT & BLADE: WARBAND - VIKING CONQUEST REFORGED EDITION,2014,5
MOUNT & BLADE: WARBAND - VIKING CONQUEST REFORGED EDITION,2015,1
MOUNT & BLADE: WITH FIRE & SWORD,2011,2
MOUNT & BLADE: WITH FIRE & SWORD,2012,1
MOUNT & BLADE: WITH FIRE & SWORD,2013,3
MOUNT & BLADE: WITH FIRE & SWORD,2014,3
MOUNT & BLADE: WITH FIRE & SWORD,2015,1
MOUNT YOUR FRIENDS,2014,11
MOUNT YOUR FRIENDS,2015,6
MOUNTAIN,2014,10
MOUNTAIN,2015,10
MOUSTACHE MOUNTAIN,2016,1
MOVE OR DIE,2016,5
MS. SPLOSION MAN,2014,1
MURDER MINERS,2014,2
MURDER MINERS,2015,8
MURDERED: SOUL SUSPECT,2014,3
MURDERED: SOUL SUSPECT,2015,2
MUSHIHIMESAMA,2015,1
MX VS. ATV REFLEX,2013,3
MX VS. ATV REFLEX,2014,3
MX VS. ATV REFLEX,2015,1
MX VS. ATV SUPERCROSS ENCORE,2015,1
MXGP - THE OFFICIAL MOTOCROSS VIDEOGAME,2015,1
MXGP2 - THE OFFICIAL MOTOCROSS VIDEOGAME,2016,2
MY BUTLER,2016,1
MY LANDS: BLACK GEM HUNTING,2015,1
MY NAME IS MAYO,2016,8
MY PAPER BOAT,2015,1
MY RIDING STABLES: LIFE WITH HORSES,2014,1
MY RIDING STABLES: LIFE WITH HORSES,2015,1
MYDREAM,2010,1
MYSTERY CHRONICLE: ONE WAY HEROICS,2016,1
MYSTIC DESTINIES: SERENDIPITY OF AEONS,2016,1
N++ (NPLUSPLUS),2016,1
NAISSANCEE,2014,1
NAM,2010,1
NANCY DREW(R): THE WHITE WOLF OF ICICLE CREEK,2014,1
NAPOLEON: TOTAL WAR(TM),2011,2
NAPOLEON: TOTAL WAR(TM),2012,1
NAPOLEON: TOTAL WAR(TM),2013,3
NAPOLEON: TOTAL WAR(TM),2014,10
NAPOLEON: TOTAL WAR(TM),2015,1
NARCISSU 1ST & 2ND,2014,10
NARCISSU 1ST & 2ND,2015,5
NARUTO SHIPPUDEN: ULTIMATE NINJA STORM 3 FULL BURST HD,2013,1
NARUTO SHIPPUDEN: ULTIMATE NINJA STORM 3 FULL BURST HD,2014,20
NARUTO SHIPPUDEN: ULTIMATE NINJA STORM 3 FULL BURST HD,2015,4
NARUTO SHIPPUDEN: ULTIMATE NINJA STORM 4,2016,7
NARUTO SHIPPUDEN: ULTIMATE NINJA STORM REVOLUTION,2014,7
NARUTO SHIPPUDEN: ULTIMATE NINJA STORM REVOLUTION,2015,3
NARUTO SHIPPUDEN: ULTIMATE NINJA STORM REVOLUTION - DLC10 REANIMATION-BEFORE DEATH PACK,2014,1
NATION RED,2012,1
NATION RED,2013,2
NATION RED,2014,2
NATION RED,2015,1
NATURAL SELECTION 2,2012,4
NATURAL SELECTION 2,2013,15
NATURAL SELECTION 2,2014,21
NATURAL SELECTION 2,2015,5
NAVAL ACTION,2016,1
NAVAL WAR: ARCTIC CIRCLE,2014,1
NAVAL WARFARE,2013,1
NAVY FIELD 2 : CONQUEROR OF THE OCEAN,2015,1
NBA 2K16,2015,4
NBA 2K17,2016,1
NECROPOLIS: BRUTAL EDITION,2010,1
NECROVISION,2013,1
NECROVISION,2014,1
NEED FOR SPEED UNDERCOVER,2013,1
NEED FOR SPEED: HOT PURSUIT,2010,2
NEED FOR SPEED: HOT PURSUIT,2012,1
NEED FOR SPEED: HOT PURSUIT,2013,1
NEED FOR SPEED: HOT PURSUIT,2014,4
NEED FOR SPEED: HOT PURSUIT,2015,2
NEED FOR SPEED: SHIFT,2015,1
NEO SCAVENGER,2014,7
NEON SPACE ULTRA,2016,1
NEON STRUCT,2015,1
NEOTOKYO,2014,2
NETHER: RESURRECTED,2013,5
NETHER: RESURRECTED,2014,27
NETHER: RESURRECTED,2015,7
NEVERMIND,2015,1
NEVERWINTER,2013,17
NEVERWINTER,2014,14
NEVERWINTER,2015,11
NEW KIND OF ADVENTURE,2015,3
NEW YORK TAXI SIMULATOR,2016,1
NEXT CAR GAME: WRECKFEST,2014,15
NEXT CAR GAME: WRECKFEST,2015,4
NEXUIZ,2013,1
NEXUS - THE JUPITER INCIDENT,2013,1
NIDHOGG,2014,13
NIDHOGG,2015,6
NIGHTMARES FROM THE DEEP: THE CURSED HEART,2014,1
NIGHTSKY,2011,2
NIGHTSKY,2014,1
NIHILUMBRA,2014,1
NIMBLE QUEST,2014,1
NO MAN'S SKY,2016,34
NO MORE ROOM IN HELL,2011,18
NO MORE ROOM IN HELL,2013,64
NO MORE ROOM IN HELL,2014,100
NO MORE ROOM IN HELL,2015,33
NO TIME TO EXPLAIN REMASTERED,2015,3
NOCT,2015,3
NOIR SYNDROME,2014,1
NOMAD,2015,1
NOT A HERO,2015,3
NOT THE ROBOTS,2014,1
NOTGTAV,2015,14
NOTRIUM,2010,1
NUCLEAR DAWN,2011,1
NUCLEAR DAWN,2013,1
NUCLEAR THRONE,2014,4
NUCLEAR THRONE,2015,21
NUMEN: CONTEST OF HEROES,2014,1
NYAN CAT: LOST IN SPACE,2015,5
NYXQUEST: KINDRED SPIRITS,2011,1
O3DX,2015,1
OBDUCTION,2010,1
OBLITERACERS,2016,2
OBSCURE,2010,1
OBSCURE,2014,1
OBSCURE,2015,1
OBSCURE II (OBSCURE: THE AFTERMATH),2014,1
OBULIS,2014,1
OCEAN CITY RACING: REDUX,2015,1
OCTODAD: DADLIEST CATCH,2014,25
OCTODAD: DADLIEST CATCH,2015,2
ODDWORLD: ABE'S EXODDUS(R),2010,2
ODDWORLD: ABE'S EXODDUS(R),2011,1
ODDWORLD: ABE'S EXODDUS(R),2014,1
ODDWORLD: ABE'S EXODDUS(R),2015,1
ODDWORLD: ABE'S ODDYSEE(R),2011,1
ODDWORLD: ABE'S ODDYSEE(R),2012,1
ODDWORLD: ABE'S ODDYSEE(R),2013,1
ODDWORLD: ABE'S ODDYSEE(R),2014,7
ODDWORLD: ABE'S ODDYSEE(R),2015,5
ODDWORLD: NEW 'N' TASTY,2015,4
ODDWORLD: STRANGER'S WRATH HD,2015,3
ODYSSEUS: LONG WAY HOME,2015,1
OF GUARDS AND THIEVES,2015,1
OF KINGS AND MEN,2016,1
OF ORCS AND MEN,2013,1
OFF-ROAD DRIVE,2014,1
OFFWORLD TRADING COMPANY,2015,1
OFFWORLD TRADING COMPANY,2016,1
OIL RUSH TOWER DEFENSE MAP PACK,2015,1
OLLIOLLI,2014,2
OLLIOLLI2: WELCOME TO OLLIWOOD,2015,2
OMEGALODON,2013,1
OMEGALODON,2014,1
OMERTA - CITY OF GANGSTERS,2013,2
OMERTA - CITY OF GANGSTERS,2014,2
OMNIBUS,2016,1
OMSI 2: STEAM EDITION,2013,1
OMSI 2: STEAM EDITION,2014,1
OMSI 2: STEAM EDITION,2015,2
ONE FINGER DEATH PUNCH,2014,17
ONE FINGER DEATH PUNCH,2015,12
ONE MORE DUNGEON,2015,2
ONE PIECE BURNING BLOOD,2016,1
ONE PIECE PIRATE WARRIORS 3,2015,3
ONE THOUSAND LIES,2016,2
ONE TROLL ARMY,2016,1
ONE WAY HEROICS,2014,2
ONE WAY HEROICS,2015,2
ONLY IF,2014,5
OO,2015,2
OPERATION FLASHPOINT: DRAGON RISING,2011,1
OPERATION FLASHPOINT: DRAGON RISING,2014,1
ORBITAL GEAR,2014,1
ORBITAL GEAR,2015,3
ORCS MUST DIE!,2011,2
ORCS MUST DIE!,2012,1
ORCS MUST DIE!,2013,1
ORCS MUST DIE!,2014,1
ORCS MUST DIE! 2,2012,7
ORCS MUST DIE! 2,2013,11
ORCS MUST DIE! 2,2014,8
ORCS MUST DIE! 2,2015,4
ORCS MUST DIE! 2 - FAMILY TIES BOOSTER PACK,2015,1
ORCS MUST DIE! UNCHAINED,2017,8
ORGAN TRAIL: DIRECTOR'S CUT,2013,2
ORGAN TRAIL: DIRECTOR'S CUT,2014,2
ORGANIC PANIC,2014,1
ORI AND THE BLIND FOREST,2015,34
ORI AND THE BLIND FOREST: DEFINITIVE EDITION,2016,1
ORION: PRELUDE,2013,12
ORION: PRELUDE,2014,57
ORION: PRELUDE,2015,24
ORTUS REGNI,2016,1
OSMOS,2010,1
OSMOS,2014,1
OTTTD,2014,1
OTTTD,2015,1
OUT OF AMMO,2010,1
OUT OF REACH,2015,3
OUT THERE SOMEWHERE,2015,6
OUT THERE SOMEWHERE,2016,1
OUTCAST 1.1,2014,1
OUTDRIVE,2016,1
OUTLAND,2014,1
OUTLAST,2013,8
OUTLAST,2014,29
OUTLAST,2015,12
OUTLAST: WHISTLEBLOWER DLC,2014,1
OUTLAST: WHISTLEBLOWER DLC,2015,1
OVER 9000 ZOMBIES!,2014,1
OVER THE DREAM,2015,2
OVERCAST - WALDEN AND THE WEREWOLF,2015,2
OVERCOOKED,2016,1
OVERGROWTH,2014,6
OVERGROWTH,2015,3
OVERGROWTH,2017,2
OVERLORD II,2010,1
OVERLORD(TM),2013,1
OVERLORD(TM),2014,2
OVERLORD(TM),2015,2
OXENFREE,2016,2
PAC-MAN CHAMPIONSHIP EDITION DX+: PAC IS BACK SKIN,2015,1
PAC-MAN MUSEUM(TM),2015,1
PAC-MAN(TM) CHAMPIONSHIP EDITION DX+,2014,10
PAC-MAN(TM) CHAMPIONSHIP EDITION DX+,2015,6
PADDLE UP,2010,1
PAINKILLER HELL & DAMNATION,2014,1
PAINKILLER HELL & DAMNATION,2015,2
PAINKILLER REDEMPTION,2013,1
PAINT THE TOWN RED,2015,12
PAJAMA SAM 2: THUNDER AND LIGHTNING AREN'T SO FRIGHTENING,2014,1
PAJAMA SAM: NO NEED TO HIDE WHEN IT'S DARK OUTSIDE,2014,1
PAJAMA SAM: NO NEED TO HIDE WHEN IT'S DARK OUTSIDE,2015,1
PALADINS(R),2016,11
PANDORA: FIRST CONTACT,2015,1
PANZER CORPS,2015,1
PANZERMADELS: TANK DATING SIMULATOR,2016,2
PAPER SORCERER,2014,1
"PAPERS, PLEASE",2013,21
"PAPERS, PLEASE",2014,29
"PAPERS, PLEASE",2015,9
PAPO & YO,2014,2
PARANAUTICAL ACTIVITY: DELUXE ATONEMENT EDITION,2013,1
PARANAUTICAL ACTIVITY: DELUXE ATONEMENT EDITION,2014,1
PARANAUTICAL ACTIVITY: DELUXE ATONEMENT EDITION,2015,2
PARANORMAL,2013,1
PARTICLE MACE,2015,2
PARTICULA,2015,1
PARTY HARD,2015,5
PARTY JOUSTING,2016,1
PARTY OF SIN,2012,1
PATHOLOGIC CLASSIC HD,2015,1
PAY2WIN: THE TRICKS EXPOSED,2015,1
PAYDAY 2,2010,67
PAYDAY 2,2013,73
PAYDAY 2,2014,352
PAYDAY 2,2015,249
PAYDAY 2: A MERRY PAYDAY CHRISTMAS SOUNDTRACK,2015,2
PAYDAY 2: ARMORED TRANSPORT,2013,1
PAYDAY 2: ARMORED TRANSPORT,2015,1
PAYDAY 2: BIKER CHARACTER PACK,2016,2
PAYDAY 2: CLOVER CHARACTER PACK,2015,1
PAYDAY 2: DRAGAN CHARACTER PACK,2015,1
PAYDAY 2: GAGE CHIVALRY PACK,2015,1
PAYDAY 2: GAGE HISTORICAL PACK,2014,1
PAYDAY 2: GAGE HISTORICAL PACK,2015,1
PAYDAY 2: GAGE NINJA PACK,2015,4
PAYDAY 2: GAGE SNIPER PACK,2015,1
PAYDAY 2: GAGE WEAPON PACK #01,2013,1
PAYDAY 2: GAGE WEAPON PACK #02,2015,1
PAYDAY 2: HOTLINE MIAMI,2014,9
PAYDAY 2: HOTLINE MIAMI,2015,1
PAYDAY 2: SOKOL CHARACTER PACK,2015,6
PAYDAY 2: SYDNEY CHARACTER PACK,2016,3
PAYDAY 2: THE ALESSO HEIST,2015,3
PAYDAY 2: THE BOMB HEISTS,2015,1
PAYDAY 2: THE BUTCHER'S AK/CAR MOD PACK,2015,2
PAYDAY 2: THE BUTCHER'S BBQ PACK,2015,7
PAYDAY 2: THE BUTCHER'S WESTERN PACK,2015,1
PAYDAY 2: THE GOLDEN GRIN CASINO HEIST,2015,2
PAYDAY 2: THE OFFICIAL SOUNDTRACK,2014,1
PAYDAY 2: THE OVERKILL PACK,2015,6
PAYDAY 2: THE POINT BREAK HEISTS,2015,5
PAYDAY 2: WOLF PACK,2016,4
PAYDAY 2: YAKUZA CHARACTER PACK,2015,4
PAYDAY(TM) THE HEIST,2011,7
PAYDAY(TM) THE HEIST,2012,4
PAYDAY(TM) THE HEIST,2013,19
PAYDAY(TM) THE HEIST,2014,63
PAYDAY(TM) THE HEIST,2015,21
PAYDAY(TM) THE HEIST: WOLFPACK DLC,2014,1
PAYDAY(TM) THE HEIST: WOLFPACK DLC,2015,1
PAYDAY: THE HEIST SOUNDTRACK,2015,1
PAYDAY: THE WEB SERIES,2015,5
PEGGLE DELUXE,2013,1
PEGGLE DELUXE,2014,1
PEGGLE EXTREME,2012,1
PEGGLE EXTREME,2013,1
PEGGLE EXTREME,2014,1
PEGGLE EXTREME,2015,1
PENGUINS ARENA: SEDNA'S WORLD,2010,2
PENGUINS ARENA: SEDNA'S WORLD,2014,3
PENUMBRA OVERTURE,2014,1
PENUMBRA OVERTURE,2015,1
PENUMBRA: BLACK PLAGUE GOLD EDITION,2012,1
PENUMBRA: BLACK PLAGUE GOLD EDITION,2015,1
PEWDIEPIE: LEGEND OF THE BROFIST,2015,2
PHANTASMAL: SURVIVAL HORROR ROGUELIKE,2015,1
PHANTASMAL: SURVIVAL HORROR ROGUELIKE,2016,1
PHANTOM BREAKER: BATTLE GROUNDS,2015,2
PICROSS TOUCH,2016,2
PID,2014,4
PILLARS OF ETERNITY,2015,4
PINBALL ARCADE,2013,3
PINBALL ARCADE,2015,1
PINK HOUR,2015,3
"PIRATES, VIKINGS, AND KNIGHTS II",2010,2
"PIRATES, VIKINGS, AND KNIGHTS II",2012,1
"PIRATES, VIKINGS, AND KNIGHTS II",2013,1
"PIRATES, VIKINGS, AND KNIGHTS II",2014,5
"PIRATES, VIKINGS, AND KNIGHTS II",2015,1
PIVVOT,2014,2
PIXEL GALAXY,2015,1
PIXEL PIRACY,2013,3
PIXEL PIRACY,2014,10
